OBJECTID,Type_WFRC,SUBTYPE_WFRC,PARCEL_ID,COUNT_PARCEL_ID,TOTAL_MKT_VALUE,LAND_MKT_VALUE,PARCEL_ACRES,HOUSE_CNT,parcel_count,ap_count,BLDG_SQFT,FLOORS_CNT,BUILT_YR,des_all,CITY,UNIT_COUNT,BUILT_DECADE
1654,single_family,single_family,091910018,1.0,422000.0,131643.0,0.229087116447352,1,,0,2691.0,2.0,1992.0,['2 Story'],Layton,1,1990's
1655,single_family,single_family,091910019,1.0,332000.0,131643.0,0.229254424929663,1,,0,1923.0,2.0,1993.0,['2 Story Split'],Layton,1,1990's
1656,single_family,single_family,091910020,1.0,333000.0,125061.0,0.229338314183705,1,,0,1884.0,2.0,1991.0,['2 Story'],Layton,1,1990's
1657,single_family,single_family,091910021,2.0,642000.0,340770.0,0.405056609115276,1,,0,2332.0,1.0,1993.0,['Ranch 1 Story'],Layton,1,1990's
1658,single_family,single_family,091910022,2.0,730000.0,330874.0,0.360371762553594,1,,0,4436.0,2.0,1991.0,['2 Story'],Layton,1,1990's
1659,single_family,single_family,091910023,2.0,960000.0,307230.0,0.346526329099109,1,,0,5688.0,1.0,1992.0,['Ranch 1 Story'],Layton,1,1990's
1660,single_family,single_family,091920001,1.0,443000.0,196088.0,0.660913854022874,1,,0,2436.0,2.0,1992.0,['2 Story'],Layton,1,1990's
1661,single_family,single_family,091920002,1.0,478000.0,186741.0,0.576746995639016,1,,0,2625.0,2.0,1993.0,['2 Story'],Layton,1,1990's
1662,single_family,single_family,091920003,1.0,399000.0,165292.0,0.418929697493967,1,,0,2375.0,2.0,1992.0,['2 Story'],Layton,1,1990's
1663,single_family,single_family,091920004,1.0,413000.0,133778.0,0.236417967612843,1,,0,2546.0,2.0,1992.0,['2 Story Split'],Layton,1,1990's
1664,single_family,single_family,091920005,1.0,559000.0,154284.0,0.389954255299349,1,,0,2898.0,1.0,1993.0,['Ranch 1 Story'],Layton,1,1990's
1665,single_family,single_family,091920012,1.0,382000.0,152603.0,0.338842000996472,1,,0,1778.0,1.0,1997.0,['Ranch 1 Story'],Layton,1,1990's
1666,single_family,single_family,091920013,1.0,422000.0,139998.0,0.31651557743212,1,,0,2460.0,2.0,1993.0,['2 Story'],Layton,1,1990's
1667,single_family,single_family,091920014,1.0,410000.0,145551.0,0.299755357122822,1,,0,2744.0,2.0,1992.0,['2 Story'],Layton,1,1990's
1668,single_family,single_family,091920015,1.0,445000.0,165292.0,0.420126728375125,1,,0,2568.0,2.0,1994.0,['2 Story'],Layton,1,1990's
1669,single_family,single_family,091940088,1.0,264000.0,102068.0,0.253664750975197,1,,0,1178.0,1.0,1992.0,['Bi Level'],Layton,1,1990's
1670,single_family,single_family,091940089,1.0,317000.0,109450.0,0.302954215616717,1,,0,1621.0,1.0,1995.0,['Ranch 1 Story'],Layton,1,1990's
1671,single_family,single_family,091940090,1.0,255000.0,93707.0,0.196090537966572,1,,0,1389.0,2.0,1994.0,['2 Story Split'],Layton,1,1990's
1672,single_family,single_family,091940091,1.0,298000.0,113519.0,0.331085679020658,1,,0,1621.0,2.0,1994.0,['2 Story Split'],Layton,1,1990's
1673,single_family,single_family,091940092,1.0,300000.0,100484.0,0.242281402217521,1,,0,1651.0,2.0,1993.0,['2 Story Split'],Layton,1,1990's
1674,single_family,single_family,091940093,1.0,308000.0,94152.0,0.23397629609528,1,,0,1910.0,2.0,1992.0,['2 Story Split'],Layton,1,1990's
1675,single_family,single_family,091940094,1.0,271000.0,87509.0,0.190217981473487,1,,0,1608.0,2.0,1993.0,['2 Story Split'],Layton,1,1990's
1676,single_family,single_family,091940095,1.0,285000.0,87509.0,0.187595048110121,1,,0,1366.0,1.0,1993.0,['Ranch 1 Story'],Layton,1,1990's
1677,single_family,single_family,091940096,1.0,276000.0,87509.0,0.191041894582031,1,,0,1660.0,2.0,1993.0,['2 Story Split'],Layton,1,1990's
1678,single_family,single_family,091940097,1.0,303000.0,108113.0,0.328769324405612,1,,0,1460.0,1.0,1993.0,['Ranch 1 Story'],Layton,1,1990's
1679,single_family,single_family,091940098,1.0,300000.0,106847.0,0.333204425147272,1,,0,1246.0,1.0,1994.0,['Split Level'],Layton,1,1990's
1680,single_family,single_family,091940099,1.0,310000.0,89245.0,0.198818723457901,1,,0,1422.0,1.0,1994.0,['Ranch 1 Story'],Layton,1,1990's
1681,single_family,single_family,091940100,1.0,257000.0,87509.0,0.187841430791342,1,,0,1205.0,1.0,1994.0,['Split Level'],Layton,1,1990's
1682,single_family,single_family,091940101,1.0,303000.0,83133.0,0.194431364621379,1,,0,1120.0,1.0,1995.0,['Ranch 1 Story'],Layton,1,1990's
1683,single_family,single_family,091940102,1.0,256000.0,95699.0,0.242219877431954,1,,0,1258.0,1.0,1994.0,['Split Level'],Layton,1,1990's
1684,single_family,single_family,091940103,1.0,262000.0,95699.0,0.242543455191116,1,,0,1323.0,2.0,1992.0,['2 Story Split'],Layton,1,1990's
1685,single_family,single_family,091950021,1.0,335000.0,127089.0,0.241242454594502,1,,0,1886.0,2.0,1993.0,['2 Story Split'],Layton,1,1990's
1686,single_family,single_family,091950022,1.0,376000.0,144781.0,0.258017039885841,1,,0,2116.0,2.0,1992.0,['2 Story'],Layton,1,1990's
1687,single_family,single_family,091950024,1.0,396000.0,138225.0,0.229403003626302,1,,0,2600.0,2.0,1994.0,['2 Story'],Layton,1,1990's
1688,single_family,single_family,091950025,1.0,406000.0,142651.0,0.254704940204339,0,,0,1952.0,1.0,1992.0,['Ranch 1 Story'],Layton,1,1990's
1689,single_family,single_family,091950026,1.0,353000.0,125061.0,0.231531221241727,1,,0,2182.0,2.0,1993.0,['2 Story'],Layton,1,1990's
1690,single_family,single_family,091950027,1.0,381000.0,139868.0,0.277289269659013,1,,0,2250.0,2.0,1992.0,['2 Story'],Layton,1,1990's
1691,single_family,single_family,091950028,1.0,350000.0,139998.0,0.310585673336811,1,,0,1539.0,1.0,1992.0,['Ranch 1 Story'],Layton,1,1990's
1692,single_family,single_family,091950029,1.0,382000.0,149146.0,0.31888436755167,1,,0,2185.0,2.0,1992.0,['2 Story'],Layton,1,1990's
1693,single_family,single_family,091950030,1.0,374000.0,127089.0,0.242994663245354,1,,0,1843.0,2.0,1993.0,['2 Story'],Layton,1,1990's
1694,single_family,single_family,091950031,1.0,351000.0,131643.0,0.230024651248852,1,,0,1989.0,2.0,1993.0,['2 Story Split'],Layton,1,1990's
1695,single_family,single_family,091950032,1.0,326000.0,131643.0,0.229356239493506,1,,0,1885.0,2.0,1992.0,['2 Story Split'],Layton,1,1990's
1696,single_family,single_family,091950033,1.0,337000.0,131643.0,0.229357471043813,1,,0,1730.0,2.0,1994.0,['2 Story Split'],Layton,1,1990's
1697,single_family,single_family,091950034,1.0,376000.0,131643.0,0.229356121801848,1,,0,2173.0,2.0,1992.0,['2 Story'],Layton,1,1990's
1698,single_family,single_family,091950035,1.0,410000.0,131643.0,0.229343659754563,1,,0,2295.0,2.0,1992.0,['2 Story Split'],Layton,1,1990's
1699,single_family,single_family,091950036,2.0,776000.0,362190.0,0.479189348005662,1,,0,3412.0,1.0,1993.0,['Ranch 1 Story'],Layton,1,1990's
1700,single_family,single_family,091961601,1.0,327000.0,139868.0,0.270892679827401,1,,0,2136.0,2.0,1993.0,['2 Story'],Layton,1,1990's
1701,single_family,single_family,091961602,1.0,327000.0,133778.0,0.247974170033314,1,,0,2366.0,2.0,1993.0,['2 Story Split'],Layton,1,1990's
1702,single_family,single_family,091961603,1.0,305000.0,137887.0,0.262249019103363,1,,0,1480.0,2.0,1993.0,['2 Story Split'],Layton,1,1990's
1703,single_family,single_family,091961604,1.0,338000.0,131643.0,0.230159195891731,1,,0,2051.0,2.0,1992.0,['2 Story'],Layton,1,1990's
1704,single_family,single_family,091961605,1.0,322000.0,127089.0,0.243594090243837,1,,0,1907.0,2.0,1993.0,['2 Story'],Layton,1,1990's
1705,single_family,single_family,091961606,1.0,295000.0,131643.0,0.238098397169489,1,,0,1726.0,2.0,1993.0,['2 Story Split'],Layton,1,1990's
1706,single_family,single_family,091961607,1.0,369000.0,131643.0,0.232805468862687,1,,0,1789.0,1.0,1993.0,['Ranch 1 Story'],Layton,1,1990's
1707,single_family,single_family,091961608,1.0,329000.0,133778.0,0.244529185148169,1,,0,1708.0,1.0,1993.0,['Bi Level'],Layton,1,1990's
1708,single_family,single_family,091961609,1.0,329000.0,135858.0,0.25746179738819,1,,0,2043.0,2.0,1992.0,['2 Story'],Layton,1,1990's
1709,single_family,single_family,091961610,1.0,346000.0,146862.0,0.271128878501736,1,,0,2097.0,2.0,1993.0,['2 Story Split'],Layton,1,1990's
1710,single_family,single_family,091961611,1.0,306000.0,154735.0,0.3166981074243,1,,0,1326.0,1.0,1993.0,['Split Level'],Layton,1,1990's
1711,single_family,single_family,091961612,1.0,404000.0,161998.0,0.358347101286752,1,,0,2513.0,2.0,1993.0,['2 Story'],Layton,1,1990's
1712,single_family,single_family,091961613,1.0,378000.0,142651.0,0.250929562041304,1,,0,2276.0,2.0,1993.0,['2 Story'],Layton,1,1990's
1713,single_family,single_family,091961614,1.0,411000.0,131643.0,0.229350031779354,1,,0,2136.0,1.0,1993.0,['Ranch 1 Story'],Layton,1,1990's
1714,single_family,single_family,091961615,1.0,359000.0,131643.0,0.229703262128648,1,,0,1728.0,1.0,1993.0,['Ranch 1 Story'],Layton,1,1990's
1715,single_family,single_family,091961616,1.0,382000.0,133778.0,0.2491498659662,1,,0,2626.0,2.0,1993.0,['2 Story'],Layton,1,1990's
1716,single_family,single_family,091961617,1.0,327000.0,145551.0,0.306533540039188,1,,0,2187.0,2.0,1994.0,['2 Story'],Layton,1,1990's
1717,single_family,single_family,091961618,1.0,310000.0,131643.0,0.229255954888013,1,,0,1930.0,2.0,1993.0,['2 Story'],Layton,1,1990's
1718,single_family,single_family,091961619,1.0,360000.0,131643.0,0.229239733488156,1,,0,2356.0,2.0,1992.0,['2 Story'],Layton,1,1990's
1719,single_family,single_family,091961620,1.0,319000.0,131643.0,0.232768078826952,1,,0,1996.0,2.0,1993.0,['2 Story'],Layton,1,1990's
1720,single_family,single_family,091961621,1.0,304000.0,131643.0,0.237553053118149,1,,0,1746.0,2.0,1993.0,['2 Story Split'],Layton,1,1990's
1721,single_family,single_family,091961622,1.0,351000.0,132875.0,0.273118452411615,1,,0,2523.0,2.0,1993.0,['2 Story'],Layton,1,1990's
1722,single_family,single_family,091980001,1.0,288000.0,80744.0,0.155275938897102,1,,0,1461.0,1.0,1992.0,['Split Level'],Layton,1,1990's
1723,single_family,single_family,091980002,1.0,326000.0,80543.0,0.152809429868186,1,,0,2241.0,2.0,1994.0,['2 Story Split'],Layton,1,1990's
1724,single_family,single_family,091980003,1.0,351000.0,80543.0,0.152856801552058,1,,0,2662.0,2.0,1994.0,['2 Story Split'],Layton,1,1990's
1725,single_family,single_family,091980004,1.0,322000.0,80543.0,0.152898417706507,1,,0,2063.0,2.0,1995.0,['2 Story Split'],Layton,1,1990's
1726,single_family,single_family,091980005,1.0,282000.0,80543.0,0.15301149981179,1,,0,1401.0,1.0,1993.0,['Split Level'],Layton,1,1990's
1727,single_family,single_family,091980006,1.0,291000.0,81934.0,0.157700218573945,1,,0,1315.0,1.0,1994.0,['Ranch 1 Story'],Layton,1,1990's
1728,single_family,single_family,091980007,1.0,299000.0,84795.0,0.174883826530001,1,,0,1756.0,2.0,1995.0,['2 Story Split'],Layton,1,1990's
1729,single_family,single_family,091980008,1.0,295000.0,88210.0,0.193541192729538,1,,0,1705.0,2.0,1992.0,['2 Story Split'],Layton,1,1990's
1730,single_family,single_family,091980009,1.0,326000.0,89245.0,0.198820906919396,1,,0,1799.0,2.0,1993.0,['2 Story Split'],Layton,1,1990's
1731,single_family,single_family,091980010,1.0,332000.0,89245.0,0.198974591182395,1,,0,1882.0,2.0,1993.0,['2 Story Split'],Layton,1,1990's
1732,single_family,single_family,091980011,1.0,334000.0,89245.0,0.198988679109057,1,,0,1665.0,1.0,1993.0,['Ranch 1 Story'],Layton,1,1990's
1733,single_family,single_family,091980012,1.0,265000.0,82906.0,0.165120033404016,1,,0,1509.0,2.0,1993.0,['2 Story Split'],Layton,1,1990's
1734,single_family,single_family,091980013,1.0,283000.0,82906.0,0.165136079900888,1,,0,1631.0,2.0,1993.0,['2 Story Split'],Layton,1,1990's
1735,single_family,single_family,091980014,1.0,285000.0,84048.0,0.170773035760248,1,,0,1392.0,1.0,1993.0,['Split Level'],Layton,1,1990's
1736,single_family,single_family,091980015,1.0,323000.0,85428.0,0.204148347274341,1,,0,1737.0,2.0,1993.0,['2 Story Split'],Layton,1,1990's
1737,single_family,single_family,091980016,1.0,314000.0,78274.0,0.141745834380601,1,,0,1814.0,2.0,1994.0,['2 Story Split'],Layton,1,1990's
1738,single_family,single_family,091980017,1.0,285000.0,78394.0,0.162515639456844,1,,0,1779.0,2.0,1993.0,['2 Story Split'],Layton,1,1990's
1739,single_family,single_family,091980018,1.0,296000.0,78694.0,0.145322503060354,1,,0,1769.0,2.0,1994.0,['2 Story Split'],Layton,1,1990's
1740,single_family,single_family,091980019,1.0,285000.0,78903.0,0.143294483747881,1,,0,1721.0,2.0,1993.0,['2 Story Split'],Layton,1,1990's
1741,single_family,single_family,091980020,1.0,270000.0,78903.0,0.144677164257893,1,,0,1307.0,1.0,1993.0,['Split Level'],Layton,1,1990's
1742,single_family,single_family,091980021,1.0,275000.0,78903.0,0.144910737035284,1,,0,1610.0,2.0,1994.0,['2 Story Split'],Layton,1,1990's
1743,single_family,single_family,091980022,1.0,321000.0,79934.0,0.146789586152643,1,,0,1512.0,1.0,1997.0,['Ranch 1 Story'],Layton,1,1990's
1744,single_family,single_family,092030006,1.0,414000.0,143885.0,0.290969575838657,1,,0,1963.0,1.0,1993.0,['Ranch 1 Story'],Layton,1,1990's
1745,single_family,single_family,092030009,1.0,380000.0,151063.0,0.330452920465186,1,,0,1731.0,1.0,1994.0,['Ranch 1 Story'],Layton,1,1990's
1746,single_family,single_family,092030011,1.0,433000.0,182399.0,0.544635781876553,1,,0,2624.0,2.0,1994.0,['2 Story'],Layton,1,1990's
1747,single_family,single_family,092030013,2.0,934000.0,352838.0,0.4957493264929,1,,0,3930.0,1.0,2002.0,['Ranch 1 Story'],Layton,1,2000's
1748,single_family,single_family,092040010,1.0,466000.0,133778.0,0.237363096158842,1,,0,3030.0,2.0,1995.0,['2 Story'],Layton,1,1990's
1749,single_family,single_family,092040011,1.0,431000.0,131643.0,0.228585752256442,1,,0,3025.0,2.0,1994.0,['2 Story'],Layton,1,1990's
1750,single_family,single_family,092040012,1.0,505000.0,149894.0,0.284943887354513,1,,0,3126.0,2.0,1995.0,['2 Story'],Layton,1,1990's
1751,single_family,single_family,092040013,1.0,362000.0,135858.0,0.247367743320156,1,,0,1810.0,1.0,1994.0,['Ranch 1 Story'],Layton,1,1990's
1752,single_family,single_family,092040014,1.0,429000.0,142186.0,0.28210668782327,1,,0,3105.0,2.0,1994.0,['2 Story'],Layton,1,1990's
1753,single_family,single_family,092040015,1.0,415000.0,131859.0,0.231113329938262,1,,0,1960.0,1.0,1994.0,['Ranch 1 Story'],Layton,1,1990's
1754,single_family,single_family,092040016,1.0,422000.0,133778.0,0.237350373154867,1,,0,2712.0,2.0,1994.0,['2 Story'],Layton,1,1990's
1755,single_family,single_family,092040017,1.0,431000.0,147366.0,0.30679159020956,1,,0,1997.0,1.0,1993.0,['Ranch 1 Story'],Layton,1,1990's
1756,single_family,single_family,092040018,1.0,415000.0,142756.0,0.285219136322762,1,,0,2020.0,1.0,1993.0,['Ranch 1 Story'],Layton,1,1990's
1757,single_family,single_family,092060021,1.0,412000.0,147366.0,0.304583631881091,1,,0,1913.0,1.0,1993.0,['Ranch 1 Story'],Layton,1,1990's
1758,single_family,single_family,092060022,1.0,399000.0,133778.0,0.237349839438353,1,,0,1867.0,1.0,1995.0,['Ranch 1 Story'],Layton,1,1990's
1759,single_family,single_family,092060023,1.0,379000.0,131859.0,0.230827391304804,1,,0,2335.0,2.0,1993.0,['2 Story'],Layton,1,1990's
1760,single_family,single_family,092060024,1.0,404000.0,143698.0,0.285371407669673,1,,0,2362.0,2.0,1993.0,['2 Story'],Layton,1,1990's
1761,single_family,single_family,092060025,1.0,432000.0,135858.0,0.245212286348956,1,,0,2194.0,2.0,1995.0,['2 Story'],Layton,1,1990's
1762,single_family,single_family,092060026,1.0,383000.0,141804.0,0.277298289192609,1,,0,2303.0,2.0,1994.0,['2 Story'],Layton,1,1990's
1763,single_family,single_family,092060027,1.0,377000.0,131643.0,0.229382519459769,1,,0,2457.0,2.0,1993.0,['2 Story'],Layton,1,1990's
1764,single_family,single_family,092060028,1.0,405000.0,143698.0,0.285579668873483,1,,0,2436.0,2.0,1998.0,['2 Story'],Layton,1,1990's
1765,single_family,single_family,092060029,2.0,946000.0,292200.0,0.304607658794764,1,,0,4888.0,1.0,1994.0,['Ranch 1 Story'],Layton,1,1990's
1766,single_family,single_family,092060030,2.0,1134000.0,292200.0,0.301640731208774,1,,0,5838.0,1.0,2000.0,['Ranch 1 Story'],Layton,1,2000's
1767,single_family,single_family,092070001,1.0,487000.0,149497.0,0.322524235603324,1,,0,2173.0,1.0,1996.0,['Ranch 1 Story'],Layton,1,1990's
1768,single_family,single_family,092070002,1.0,440000.0,163793.0,0.406790963775383,1,,0,1999.0,1.0,1995.0,['Ranch 1 Story'],Layton,1,1990's
1769,single_family,single_family,092070003,1.0,442000.0,144973.0,0.334242637963463,1,,0,2578.0,2.0,1993.0,['2 Story'],Layton,1,1990's
1770,single_family,single_family,092070004,1.0,541000.0,204754.0,0.737532785299967,1,,0,2396.0,1.0,1994.0,['Ranch 1 Story'],Layton,1,1990's
1771,single_family,single_family,092070005,1.0,539000.0,210523.0,0.694305194441948,1,,0,2963.0,2.0,1994.0,['2 Story'],Layton,1,1990's
1772,single_family,single_family,092070006,1.0,492000.0,205892.0,0.65822870982427,1,,0,2064.0,1.0,1995.0,['Ranch 1 Story'],Layton,1,1990's
1773,single_family,single_family,092070009,1.0,617000.0,159156.0,0.378735066251145,1,,0,3314.0,1.0,1996.0,['Ranch 1 Story'],Layton,1,1990's
1774,single_family,single_family,092070010,1.0,856000.0,411771.0,2.6070570304237,1,,0,3811.0,2.0,1995.0,['2 Story'],Layton,1,1990's
1775,single_family,single_family,092070011,1.0,738000.0,262644.0,1.22684489712999,1,,0,2974.0,1.0,1995.0,['Ranch 1 Story'],Layton,1,1990's
1776,single_family,single_family,092070012,1.0,554000.0,201084.0,0.61402435890788,1,,0,2764.0,1.0,1995.0,['Ranch 1 Story'],Layton,1,1990's
1777,single_family,single_family,092070013,1.0,398000.0,185660.0,0.501395421800391,1,,0,1492.0,1.0,1993.0,['Ranch 1 Story'],Layton,1,1990's
1778,single_family,single_family,092070014,1.0,619000.0,193755.0,0.561861210315841,1,,0,2826.0,1.0,1996.0,['Ranch 1 Story'],Layton,1,1990's
1779,single_family,single_family,092070015,1.0,610000.0,197349.0,0.584087495788034,1,,0,4135.0,2.0,1994.0,['2 Story'],Layton,1,1990's
1780,single_family,single_family,092070016,1.0,632000.0,207066.0,0.669522726298648,1,,0,2805.0,1.0,2005.0,['Ranch 1 Story'],Layton,1,2000's
1781,single_family,single_family,092070017,1.0,631000.0,209725.0,0.692393666652857,1,,0,2605.0,1.0,1993.0,['Ranch 1 Story'],Layton,1,1990's
1782,single_family,single_family,092070018,1.0,488000.0,179190.0,0.515671266099168,1,,0,3505.0,2.0,1993.0,['2 Story'],Layton,1,1990's
1783,single_family,single_family,092070019,1.0,449000.0,192670.0,0.629520328889177,1,,0,1936.0,1.0,1994.0,['Ranch 1 Story'],Layton,1,1990's
1784,single_family,single_family,092070021,1.0,415000.0,165441.0,0.420105552501046,1,,0,2488.0,2.0,1994.0,['2 Story'],Layton,1,1990's
1785,single_family,single_family,092070024,1.0,464000.0,145551.0,0.29737007505965,1,,0,3066.0,2.0,1994.0,['2 Story'],Layton,1,1990's
1786,single_family,single_family,092070025,1.0,493000.0,159156.0,0.377174458874087,1,,0,2374.0,1.0,1994.0,['Ranch 1 Story'],Layton,1,1990's
1787,single_family,single_family,092070026,1.0,461000.0,152772.0,0.340292382766017,1,,0,2949.0,2.0,1993.0,['2 Story'],Layton,1,1990's
1788,single_family,single_family,092070027,1.0,458000.0,162271.0,0.397928838017805,1,,0,2820.0,2.0,1994.0,['2 Story'],Layton,1,1990's
1789,single_family,single_family,092070030,1.0,549000.0,141185.0,0.324011812527942,1,,0,3692.0,2.0,1995.0,['2 Story'],Layton,1,1990's
1790,single_family,single_family,092070031,2.0,1164000.0,382314.0,0.606553316440948,1,,0,5052.0,1.0,1996.0,['Ranch 1 Story'],Layton,1,1990's
1791,single_family,single_family,092070034,2.0,1230000.0,432108.0,0.849434101829376,1,,0,6672.0,2.0,1995.0,['2 Story'],Layton,1,1990's
1792,single_family,single_family,092110001,1.0,544000.0,155936.0,0.357874522001308,1,,0,3169.0,2.0,1994.0,['2 Story'],Layton,1,1990's
1793,single_family,single_family,092110002,1.0,495000.0,147366.0,0.309071382818479,1,,0,1888.0,1.0,1994.0,['Ranch 1 Story'],Layton,1,1990's
1794,single_family,single_family,092110003,1.0,477000.0,160233.0,0.335883237568655,1,,0,2924.0,2.0,1994.0,['2 Story'],Layton,1,1990's
1795,single_family,single_family,092110004,1.0,545000.0,170546.0,0.400689300898159,1,,0,3217.0,2.0,1994.0,['2 Story'],Layton,1,1990's
1796,single_family,single_family,092110005,1.0,560000.0,203169.0,0.545300020695884,1,,0,2164.0,1.0,1994.0,['Ranch 1 Story'],Layton,1,1990's
1797,single_family,single_family,092110006,1.0,482000.0,203918.0,0.506374930252575,1,,0,1994.0,1.0,1993.0,['Ranch 1 Story'],Layton,1,1990's
1798,single_family,single_family,092110007,1.0,514000.0,199098.0,0.533594696848321,1,,0,2108.0,1.0,1994.0,['Ranch 1 Story'],Layton,1,1990's
1799,single_family,single_family,092110008,1.0,793000.0,226375.0,0.747639096824491,1,,0,3926.0,2.0,1994.0,['2 Story'],Layton,1,1990's
1800,single_family,single_family,092110009,1.0,520000.0,178499.0,0.398070681652336,1,,0,2804.0,2.0,1994.0,['2 Story'],Layton,1,1990's
1801,single_family,single_family,092160023,1.0,290000.0,82906.0,0.165124008352631,1,,0,1761.0,2.0,1995.0,['2 Story Split'],Layton,1,1990's
1802,single_family,single_family,092160024,1.0,295000.0,82906.0,0.165125981281507,1,,0,1663.0,2.0,1994.0,['2 Story Split'],Layton,1,1990's
1803,single_family,single_family,092160025,1.0,293000.0,83859.0,0.170784172882196,1,,0,1694.0,2.0,1994.0,['2 Story Split'],Layton,1,1990's
1804,single_family,single_family,092160026,1.0,287000.0,84783.0,0.196644931471712,1,,0,1272.0,1.0,1993.0,['Split Level'],Layton,1,1990's
1805,single_family,single_family,092160027,1.0,304000.0,82906.0,0.165400697318145,1,,0,1954.0,2.0,1995.0,['2 Story Split'],Layton,1,1990's
1806,single_family,single_family,092160028,1.0,289000.0,82906.0,0.165127311646355,1,,0,1800.0,2.0,1994.0,['2 Story Split'],Layton,1,1990's
1807,single_family,single_family,092160029,1.0,310000.0,82906.0,0.165128894531551,1,,0,1751.0,2.0,1994.0,['2 Story Split'],Layton,1,1990's
1808,single_family,single_family,092160030,1.0,332000.0,82325.0,0.162147853151409,1,,0,2059.0,2.0,1995.0,['2 Story Split'],Layton,1,1990's
1809,single_family,single_family,092160031,1.0,316000.0,87509.0,0.187389616507037,1,,0,2038.0,2.0,1995.0,['2 Story Split'],Layton,1,1990's
1810,single_family,single_family,092160032,1.0,369000.0,103300.0,0.292751375233226,1,,0,2714.0,2.0,1994.0,['2 Story Split'],Layton,1,1990's
1811,single_family,single_family,092160033,1.0,300000.0,84048.0,0.171289864395193,1,,0,1966.0,2.0,1994.0,['2 Story Split'],Layton,1,1990's
1812,single_family,single_family,092160034,1.0,313000.0,78274.0,0.141739415039627,1,,0,1754.0,2.0,1995.0,['2 Story Split'],Layton,1,1990's
1813,single_family,single_family,092160035,1.0,289000.0,78274.0,0.141753647654842,1,,0,1792.0,2.0,1994.0,['2 Story Split'],Layton,1,1990's
1814,single_family,single_family,092200105,2.0,674000.0,215472.0,0.318658700386593,1,,0,3210.0,1.0,1995.0,['Ranch 1 Story'],Layton,1,1990's
1815,single_family,single_family,092210002,1.0,497000.0,181764.0,0.539834106254052,1,,0,2697.0,1.0,1998.0,['Ranch 1 Story'],Layton,1,1990's
1816,single_family,single_family,092210006,1.0,519999.0,189895.0,1.12810794429669,1,,0,2444.0,2.0,2008.0,['2 Story Split'],Layton,1,2000's
1817,single_family,single_family,092210052,1.0,488999.0,176870.0,1.07087173374515,1,,0,2289.0,2.0,1998.0,['2 Story'],Layton,1,1990's
1818,single_family,single_family,092230005,1.0,410000.0,135858.0,0.246209987188648,1,,0,2361.0,2.0,1998.0,['2 Story'],Layton,1,1990's
1819,single_family,single_family,092230006,1.0,571000.0,143631.0,0.612910890868355,1,,0,3559.0,2.0,2015.0,['2 Story'],Layton,1,2010's
1820,single_family,single_family,092230007,1.0,486000.0,69540.0,0.479816385380386,1,,0,2012.0,1.0,2013.0,['Ranch 1 Story'],Layton,1,2010's
1821,single_family,single_family,092230009,1.0,57000.0,13924.0,0.733040633567592,1,,0,2384.0,1.0,2016.0,['Ranch 1 Story'],Layton,1,2010's
1822,single_family,single_family,092230011,1.0,413000.0,175107.0,0.425808114992288,1,,0,2360.0,2.0,2006.0,['2 Story'],Layton,1,2000's
1823,single_family,single_family,092230013,1.0,510000.0,169713.0,0.360038911549476,1,,0,2072.0,1.0,2006.0,['Ranch 1 Story'],Layton,1,2000's
1824,single_family,single_family,092230014,1.0,530000.0,125897.0,0.339593162268694,1,,0,3012.0,2.0,1994.0,['2 Story'],Layton,1,1990's
1825,single_family,single_family,092230015,1.0,440000.0,137887.0,0.254335436246801,1,,0,1722.0,1.0,2019.0,['Ranch 1 Story'],Layton,1,2010's
1826,single_family,single_family,092230016,1.0,397000.0,135858.0,0.252640558348438,1,,0,2490.0,2.0,2008.0,['2 Story'],Layton,1,2000's
1827,single_family,single_family,092230017,1.0,392000.0,135858.0,0.250811394710479,1,,0,2314.0,2.0,1995.0,['2 Story'],Layton,1,1990's
1828,single_family,single_family,092230020,1.0,433000.0,152603.0,0.344982099594071,1,,0,2655.0,2.0,1997.0,['2 Story'],Layton,1,1990's
1829,single_family,single_family,092240001,1.0,389000.0,131643.0,0.229730727769892,1,,0,2715.0,2.0,1996.0,['2 Story'],Layton,1,1990's
1830,single_family,single_family,092240002,1.0,332000.0,138486.0,0.262925149784016,1,,0,1845.0,2.0,1995.0,['2 Story'],Layton,1,1990's
1831,single_family,single_family,092240003,1.0,358000.0,137283.0,0.257139482767092,1,,0,1719.0,1.0,1996.0,['Ranch 1 Story'],Layton,1,1990's
1832,single_family,single_family,092240004,1.0,363000.0,138287.0,0.262906194147429,1,,0,1700.0,1.0,1995.0,['Ranch 1 Story'],Layton,1,1990's
1833,single_family,single_family,092240005,1.0,313000.0,136879.0,0.254447186142398,1,,0,1604.0,1.0,1994.0,['Ranch 1 Story'],Layton,1,1990's
1834,single_family,single_family,092240006,1.0,389000.0,174644.0,0.42583359554376,1,,0,1708.0,1.0,1997.0,['Ranch 1 Story'],Layton,1,1990's
1835,single_family,single_family,092240007,1.0,400000.0,187463.0,0.514355274667412,1,,0,1660.0,1.0,1998.0,['Ranch 1 Story'],Layton,1,1990's
1836,single_family,single_family,092240008,1.0,352000.0,141521.0,0.31887237267592,1,,0,1998.0,1.0,1994.0,['Ranch 1 Story'],Layton,1,1990's
1837,single_family,single_family,092240009,1.0,408000.0,128390.0,0.402500634865405,1,,0,1597.0,1.0,2009.0,['Ranch 1 Story'],Layton,1,2000's
