,ACCOUNTNO,des_all,count
18330,032230015,['Townhouse One Story'],1
18331,032230016,['Condo LTEQ  Stories'],1
18332,032230017,['Townhouse One Story'],1
18333,032230018,['Townhouse One Story'],1
18334,032230019,['Townhouse One Story'],1
18335,032230020,['Townhouse One Story'],1
18336,032230021,['Townhouse Two Story'],1
18337,032230022,[nan],1
18338,032240001,['Ranch 1 Story'],1
18339,032240002,['2 Story'],1
18340,032240003,['Ranch 1 Story'],1
18341,032240004,['Ranch 1 Story'],1
18342,032240005,['Ranch 1 Story'],1
18343,032240006,['2 Story'],1
18344,032240007,[nan],1
18345,032240008,[nan],1
18346,032240009,[nan],1
18347,032240010,['2 Story'],1
18348,032240011,['2 Story'],1
18349,032240012,['Ranch 1 Story'],1
18350,032240013,['Ranch 1 Story'],1
18351,032240014,['2 Story'],1
18352,032240015,['2 Story'],1
18353,032240016,['Ranch 1 Story'],1
18354,032240017,['Ranch 1 Story'],1
18355,032240018,['Ranch 1 Story'],1
18356,032240019,['2 Story'],1
18357,032240020,['2 Story'],1
18358,032250001,['Medical Offices'],1
18359,032250002,['Parking Structure'],1
18360,032250004,[nan],1
18361,032260001,['Office Building'],1
18362,032260002,['Office Building'],1
18363,032260003,['Office Building'],1
18364,032260004,['Office Building'],1
18365,032260005,[nan],1
18366,032270001,['Townhouse Two Story'],1
18367,032270002,['Townhouse Two Story'],1
18368,032270003,['Townhouse Two Story'],1
18369,032270004,['Townhouse Two Story'],1
18370,032270005,['Condo LTEQ  Stories'],1
18371,032270006,['Townhouse Two Story'],1
18372,032270007,['Townhouse Two Story'],1
18373,032270008,['Townhouse Two Story'],1
18374,032270009,['Townhouse Two Story'],1
18375,032270010,['Condo LTEQ  Stories'],1
18376,032270011,['Townhouse Two Story'],1
18377,032270012,['Townhouse Two Story'],1
18378,032270013,['Townhouse One Story'],1
18379,032270014,['Townhouse One Story'],1
18380,032270015,['Townhouse One Story'],1
18381,032270016,['Townhouse One Story'],1
18382,032270017,[nan],1
18383,032280006,['Office Building'],1
18384,032280007,['Office Building'],1
18385,032280008,[nan],1
18386,032280009,[nan],1
18387,032290001,['Townhouse One Story'],1
18388,032290002,['Townhouse One Story'],1
18389,032290003,['Townhouse One Story'],1
18390,032290004,['Townhouse One Story'],1
18391,032290005,['Townhouse One Story'],1
18392,032290006,['Townhouse One Story'],1
18393,032290007,['Townhouse One Story'],1
18394,032290008,['Townhouse One Story'],1
18395,032290009,['Townhouse One Story'],1
18396,032290010,[nan],1
18397,032300003,['2 Story'],1
18398,032300004,['Ranch 1 Story'],1
18399,032310001,['Ranch 1 Story'],1
18400,032310002,['Ranch 1 Story'],1
18401,032320002,['Fast Food Restaurant'],1
18402,032320003,['Bank'],1
18403,032320004,[nan],1
18404,032320005,['Medical Offices'],1
18405,032330001,[nan],1
18406,032330004,['Ranch 1 Story'],1
18407,032350001,['Ranch 1 Story'],1
18408,032350002,['Ranch 1 Story'],1
18409,032370102,"['Light Commercial Utility', 'Permit Value', 'Group Care Homes']",3
18410,032390001,['Ranch 1 Story'],1
18411,032390002,['Ranch 1 Story'],1
18412,032400001,['Townhouse Two Story'],1
18413,032400002,['Townhouse Two Story'],1
18414,032400003,['Townhouse Two Story'],1
18415,032400004,['Townhouse Two Story'],1
18416,032400005,[nan],1
18417,032410001,[nan],1
18418,032410002,[nan],1
18419,032410003,[nan],1
18420,032420001,['Townhouse Two Story'],1
18421,032420002,['Townhouse Two Story'],1
18422,032420003,['Townhouse Two Story'],1
18423,032420004,[nan],1
18424,032440001,['Townhouse One Story'],1
18425,032440002,['Townhouse One Story'],1
18426,032440003,[nan],1
18427,032440004,[nan],1
18428,032440005,[nan],1
18429,032440006,[nan],1
18430,032440007,['Townhouse One Story'],1
18431,032440008,['Townhouse One Story'],1
18432,032440009,[nan],1
18433,032450001,['Townhouse One Story'],1
18434,032450002,['Townhouse Two Story'],1
18435,032450003,['Townhouse Two Story'],1
18436,032450004,['Townhouse Two Story'],1
18437,032450005,['Townhouse Two Story'],1
18438,032450006,['Townhouse Two Story'],1
18439,032450007,[nan],1
18440,032460001,['Mini-Mart Convenience Stores'],1
18441,032460002,['Office Building'],1
18442,032460003,['Bank'],1
18443,032470001,"['Multiple - Residential', 'Multiple - Residential', 'Clubhouse', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Light Commercial Utility', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential']",12
18444,032480002,['Distribution Warehouse'],1
18445,032480003,['Retail Store'],1
18446,032480004,['Service Garage'],1
18447,032480005,[nan],1
18448,032490001,['Townhouse Two Story'],1
18449,032490002,['Townhouse Two Story'],1
18450,032490003,['Townhouse Two Story'],1
18451,032490004,['Townhouse Two Story'],1
18452,032490005,['Misc Add-On'],1
18453,032500001,['Ranch 1 Story'],1
18454,032500002,['2 Story'],1
18455,032500003,['2 Story'],1
18456,032500004,['Ranch 1 Story'],1
18457,032510001,['Mixed Retail w Res Units'],1
18458,032510002,['Mixed Retail w Res Units'],1
18459,032510003,['Mixed Retail w Res Units'],1
18460,032510004,['Mixed Retail w Res Units'],1
18461,032510005,['Mixed Retail w Res Units'],1
18462,032510006,['Mixed Retail w Res Units'],1
18463,032510007,['Mixed Retail w Res Units'],1
18464,032510008,['Mixed Retail w Res Units'],1
18465,032510009,['Mixed Retail w Res Units'],1
18466,032510010,['Mixed Retail w Res Units'],1
18467,032510011,['Mixed Retail w Res Units'],1
18468,032510012,['Mixed Retail w Res Units'],1
18469,032510013,['Mixed Retail w Res Units'],1
18470,032510014,['Mixed Retail w Res Units'],1
18471,032510015,['Mixed Retail w Res Units'],1
18472,032510016,['Mixed Retail w Res Units'],1
18473,032510017,['Mixed Retail w Res Units'],1
18474,032510018,['Mixed Retail w Res Units'],1
18475,032510019,['Mixed Retail w Res Units'],1
18476,032510020,['Mixed Retail w Res Units'],1
18477,032510021,['Mixed Retail w Res Units'],1
18478,032510022,['Mixed Retail w Res Units'],1
18479,032510023,['Mixed Retail w Res Units'],1
18480,032510024,['Multiple - Residential'],1
18481,032510025,['Multiple - Residential'],1
18482,032510026,['Multiple - Residential'],1
18483,032510027,['Multiple - Residential'],1
18484,032510028,['Multiple - Residential'],1
18485,032510029,['Multiple - Residential'],1
18486,032510030,['Mixed Retail w Res Units'],1
18487,032510031,['Mixed Retail w Res Units'],1
18488,032510032,['Mixed Retail w Res Units'],1
18489,032510033,['Mixed Retail w Res Units'],1
18490,032510034,['Mixed Retail w Res Units'],1
18491,032510035,"['Clubhouse', 'Shower Building']",2
18492,032520001,['Office Building'],1
18493,032520002,['Office Building'],1
18494,032520003,[nan],1
18495,032530001,['Townhouse Two Story'],1
18496,032530002,['Townhouse Two Story'],1
18497,032530003,['Townhouse Two Story'],1
18498,032530004,['Townhouse Two Story'],1
18499,032530005,['Townhouse Two Story'],1
18500,032530006,['Townhouse Two Story'],1
18501,032530007,['Townhouse Two Story'],1
18502,032530008,['Townhouse One Story'],1
18503,032530009,['Townhouse One Story'],1
18504,032530010,['Townhouse One Story'],1
18505,032530011,['Townhouse One Story'],1
18506,032530012,['Townhouse One Story'],1
18507,032530013,['Townhouse One Story'],1
18508,032530014,['Townhouse One Story'],1
18509,032530015,['Townhouse One Story'],1
18510,032530016,['Townhouse One Story'],1
18511,032530017,['Townhouse One Story'],1
18512,032530018,[nan],1
18513,032540001,['Multiple - Residential'],1
18514,032540002,['Office Building'],1
18515,032540003,['Mixed Retail w Res Units'],1
18516,032540004,[nan],1
18517,032560001,['Medical Offices'],1
18518,032560002,['Medical Offices'],1
18519,032560003,[nan],1
18520,032570001,"['Light Commercial Utility', 'Ranch 1 Story COMM']",2
18521,032570002,"['Multiple - Residential', 'Mini Warehouse', 'Mini Warehouse']",3
18522,032570003,[nan],1
18523,032590001,['Townhouse Two Story'],1
18524,032590002,['Townhouse Two Story'],1
18525,032590003,['Townhouse Two Story'],1
18526,032590004,[nan],1
18527,032590005,[nan],1
18528,032590006,[nan],1
18529,032590007,[nan],1
18530,032600001,['2 Story'],1
18531,032600002,['Ranch 1 Story'],1
18532,032610001,['Townhouse Two Story'],1
18533,032610002,['Townhouse Two Story'],1
18534,032610003,['Townhouse Two Story'],1
18535,032610004,['Townhouse Two Story'],1
18536,032610005,['Townhouse Two Story'],1
18537,032610006,['Townhouse Two Story'],1
18538,032610007,['Townhouse Two Story'],1
18539,032610008,['Townhouse Two Story'],1
18540,032610009,['Townhouse Two Story'],1
18541,032610010,['Townhouse Two Story'],1
18542,032610011,['Townhouse Two Story'],1
18543,032610012,['Townhouse Two Story'],1
18544,032610013,['Townhouse Two Story'],1
18545,032610014,['Townhouse Two Story'],1
18546,032610015,['Townhouse Two Story'],1
18547,032610016,['Townhouse Two Story'],1
18548,032610017,['Townhouse Two Story'],1
18549,032610018,['Townhouse Two Story'],1
18550,032610019,[nan],1
18551,032620001,['Ranch 1 Story'],1
18552,032620002,['2 Story'],1
18553,032620003,['Ranch 1 Story'],1
18554,032630001,['Townhouse Two Story'],1
18555,032630002,['Townhouse Two Story'],1
18556,032630003,['Townhouse Two Story'],1
18557,032630004,['Townhouse Two Story'],1
18558,032630005,[nan],1
18559,032640001,['Office Building'],1
18560,032640002,['Ranch 1 Story'],1
18561,032640003,['Multiple - Residential'],1
18562,032640004,['Multiple - Senior Citizens'],1
18563,032640005,['Multiple - Residential'],1
18564,032640006,['Mini Warehouse'],1
18565,032650001,['Medical Offices'],1
18566,032650002,['Medical Offices'],1
18567,032650003,['Medical Offices'],1
18568,032650004,['Medical Offices'],1
18569,032650005,[nan],1
18570,032660001,['Townhouse Two Story'],1
18571,032660002,['Townhouse Two Story'],1
18572,032660003,['Townhouse Two Story'],1
18573,032660004,['Townhouse Two Story'],1
18574,032660005,[nan],1
18575,032670001,['Ranch 1 Story'],1
18576,032670002,['2 Story'],1
18577,032680001,['Townhouse One Story'],1
18578,032680002,['Townhouse One Story'],1
18579,032680003,['Townhouse One Story'],1
18580,032680004,['Townhouse One Story'],1
18581,032680005,[nan],1
18582,032690001,['2 Story'],1
18583,032690002,['2 Story'],1
18584,032700047,['2 Story'],1
18585,032700101,['Townhouse Two Story'],1
18586,032700102,['Townhouse Two Story'],1
18587,032700103,['Townhouse Two Story'],1
18588,032700104,['Townhouse Two Story'],1
18589,032700205,['Townhouse Two Story'],1
18590,032700206,['Townhouse Two Story'],1
18591,032700207,['Townhouse Two Story'],1
18592,032700208,['Townhouse Two Story'],1
18593,032700209,['Townhouse Two Story'],1
18594,032700310,['Townhouse Two Story'],1
18595,032700311,['Townhouse Two Story'],1
18596,032700312,['Townhouse Two Story'],1
18597,032700313,['Townhouse Two Story'],1
18598,032700314,['Townhouse Two Story'],1
18599,032700415,['Townhouse Two Story'],1
18600,032700416,['Townhouse Two Story'],1
18601,032700417,['Townhouse Two Story'],1
18602,032700418,['Townhouse Two Story'],1
18603,032700419,['Townhouse Two Story'],1
18604,032700520,['Townhouse Two Story'],1
18605,032700521,['Townhouse Two Story'],1
18606,032700522,['Townhouse Two Story'],1
18607,032700523,['Townhouse Two Story'],1
18608,032700524,['Townhouse Two Story'],1
18609,032700625,['Townhouse Two Story'],1
18610,032700626,['Townhouse Two Story'],1
18611,032700627,['Townhouse Two Story'],1
18612,032700628,['Townhouse Two Story'],1
18613,032700729,['Townhouse Two Story'],1
18614,032700730,['Townhouse Two Story'],1
18615,032700731,['Townhouse Two Story'],1
18616,032700732,['Townhouse Two Story'],1
18617,032700833,['Townhouse Two Story'],1
18618,032700834,['Townhouse Two Story'],1
18619,032700835,['Townhouse Two Story'],1
18620,032700836,['Townhouse Two Story'],1
18621,032700837,['Townhouse Two Story'],1
18622,032700938,['Townhouse Two Story'],1
18623,032700939,['Townhouse Two Story'],1
18624,032700940,['Townhouse Two Story'],1
18625,032700941,['Townhouse Two Story'],1
18626,032700942,['Townhouse Two Story'],1
18627,032701043,['Townhouse Two Story'],1
18628,032701044,['Townhouse Two Story'],1
18629,032701045,['Townhouse Two Story'],1
18630,032701046,['Townhouse Two Story'],1
18631,032701047,[nan],1
18632,032710001,['Townhouse Two Story'],1
18633,032710002,['Townhouse Two Story'],1
18634,032710003,['Townhouse Two Story'],1
18635,032710004,['Townhouse Two Story'],1
18636,032710005,['Townhouse Two Story'],1
18637,032710006,['Townhouse Two Story'],1
18638,032710007,['Townhouse Two Story'],1
18639,032710008,['Townhouse Two Story'],1
18640,032710009,[nan],1
18641,032720001,['Ranch 1 Story'],1
18642,032730001,['2 Story'],1
18643,032730002,['Ranch 1 Story'],1
18644,032730003,['Ranch 1 Story'],1
18645,032740001,['Townhouse Two Story'],1
18646,032740002,['Townhouse Two Story'],1
18647,032740003,['Townhouse Two Story'],1
18648,032740004,['Townhouse Two Story'],1
18649,032740005,['Townhouse Two Story'],1
18650,032740006,['Townhouse Two Story'],1
18651,032740007,['Townhouse Two Story'],1
18652,032740008,['Townhouse Two Story'],1
18653,032740009,['Townhouse Two Story'],1
18654,032740010,['Townhouse Two Story'],1
18655,032740011,['Townhouse Two Story'],1
18656,032740012,['Townhouse Two Story'],1
18657,032740013,['Townhouse Two Story'],1
18658,032740014,['Townhouse Two Story'],1
18659,032740015,[nan],1
18660,032740016,[nan],1
18661,032750001,['Ranch 1 Story'],1
18662,032750002,['Ranch 1 Story'],1
18663,032750003,['Ranch 1 Story'],1
18664,032750004,['Ranch 1 Story'],1
18665,032750005,['Ranch 1 Story'],1
18666,032750006,['Ranch 1 Story'],1
18667,032750007,['2 Story'],1
18668,032750008,['2 Story'],1
18669,032750009,['Ranch 1 Story'],1
18670,032760001,['Townhouse One Story'],1
18671,032760002,['Townhouse Two Story'],1
18672,032760003,['Townhouse One Story'],1
18673,032760004,['Townhouse One Story'],1
18674,032760005,['Townhouse One Story'],1
18675,032760006,[nan],1
18676,032770002,['Loft - Industrial'],1
18677,032770003,['Office Building'],1
18678,032770004,['Office Building'],1
18679,032780001,"['Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential']",5
18680,032790009,[nan],1
18681,032790010,['Mini-Mart Convenience Stores'],1
18682,032790011,[nan],1
18683,032800001,['Fast Food Restaurant'],1
18684,032800002,['Restaurant'],1
18685,032810001,['Ranch 1 Story'],1
18686,032810002,[nan],1
18687,032820001,['Ranch 1 Story'],1
18688,032820002,['Ranch 1 Story'],1
18689,032820003,[nan],1
18690,032830001,['Industrial Flex Mall Building'],1
18691,032830002,['Industrial Flex Mall Building'],1
18692,032830003,['Industrial Flex Mall Building'],1
18693,032830004,['Industrial Flex Mall Building'],1
18694,032830005,['Industrial Flex Mall Building'],1
18695,032830006,['Industrial Flex Mall Building'],1
18696,032830007,['Industrial Flex Mall Building'],1
18697,032830008,['Industrial Flex Mall Building'],1
18698,032830009,['Industrial Flex Mall Building'],1
18699,032840001,['Townhouse One Story'],1
18700,032840002,['Townhouse Two Story'],1
18701,032840003,['Townhouse Two Story'],1
18702,032840004,['Townhouse Two Story'],1
18703,032840005,['Townhouse Two Story'],1
18704,032840006,['Townhouse One Story'],1
18705,032840007,[nan],1
18706,032840008,[nan],1
18707,032850001,['Townhouse Two Story'],1
18708,032850002,['Townhouse Two Story'],1
18709,032850003,['Townhouse Two Story'],1
18710,032850004,['Townhouse Two Story'],1
18711,032850005,[nan],1
18712,032860001,[nan],1
18713,032860002,['Permit Value'],1
18714,032860003,['Permit Value'],1
18715,032860004,[nan],1
18716,032860005,[nan],1
18717,032860006,[nan],1
18718,032860007,['Permit Value'],1
18719,032860008,[nan],1
18720,032860009,[nan],1
18721,032860010,[nan],1
18722,032860011,[nan],1
18723,032860012,[nan],1
18724,032860013,[nan],1
18725,032860014,[nan],1
18726,032860015,['Permit Value'],1
18727,032860016,[nan],1
18728,032860017,[nan],1
18729,032860018,[nan],1
18730,032860019,[nan],1
18731,032860020,[nan],1
18732,032860021,[nan],1
18733,032860022,[nan],1
18734,032860023,[nan],1
18735,032860024,[nan],1
18736,032860025,[nan],1
18737,032860026,[nan],1
18738,032860027,[nan],1
18739,032860028,[nan],1
18740,032860029,[nan],1
18741,032860030,[nan],1
18742,032860031,[nan],1
18743,032860032,[nan],1
18744,032860033,[nan],1
18745,032860034,['Retail Store'],1
18746,032860035,[nan],1
18747,040010002,['Ranch 1 Story'],1
18748,040010003,['Ranch 1 Story'],1
18749,040010004,['Ranch 1 Story'],1
18750,040010005,['Ranch 1 Story'],1
18751,040010006,['Ranch 1 Story'],1
18752,040010007,['Ranch 1 Story'],1
18753,040010008,['Ranch 1 Story'],1
18754,040010009,['Ranch 1 Story'],1
18755,040010010,['Ranch 1 Story'],1
18756,040010011,['Ranch 1 Story'],1
18757,040010014,['Ranch 1 Story'],1
18758,040010015,['Ranch 1 Story'],1
18759,040010016,['Ranch 1 Story'],1
18760,040010017,['Ranch 1 Story'],1
18761,040010018,['Ranch 1 Story'],1
18762,040010019,['Ranch 1 Story'],1
18763,040010021,['Ranch 1 Story'],1
18764,040010022,['Ranch 1 Story'],1
18765,040010023,['Ranch 1 Story'],1
18766,040010024,[nan],1
18767,040010025,['Ranch 1 Story'],1
18768,040010026,['Ranch 1 Story'],1
18769,040010027,[nan],1
18770,040010029,['Ranch 1 Story'],1
18771,040010030,['Ranch 1 Story'],1
18772,040010031,['Ranch 1 Story'],1
18773,040010032,['Ranch 1 Story'],1
18774,040010033,['Ranch 1 Story'],1
18775,040010034,['Ranch 1 Story'],1
18776,040010037,[nan],1
18777,040010038,['Ranch 1 Story'],1
18778,040010040,['Ranch 1 Story'],1
18779,040010041,['Ranch 1 Story'],1
18780,040010042,['Ranch 1 Story'],1
18781,040010043,['Ranch 1 Story'],1
18782,040010044,['Ranch 1 Story'],1
18783,040010048,"['Ranch 1 Story', 'Barn']",2
18784,040010049,['Ranch 1 Story'],1
18785,040010051,['2 Story'],1
18786,040010054,['Ranch 1 Story'],1
18787,040010059,['Ranch 1 Story'],1
18788,040010063,['Ranch 1 Story'],1
18789,040010064,['Ranch 1 Story'],1
18790,040010065,['Ranch 1 Story'],1
18791,040010068,['Ranch 1 Story'],1
18792,040010069,['Ranch 1 Story'],1
18793,040010070,['Ranch 1 Story'],1
18794,040010072,['Ranch 1 Story'],1
18795,040010074,['Ranch 1 Story'],1
18796,040010075,[nan],1
18797,040010076,"['Ranch 1 Story', 'Split Level', 'Barns (Two-Story)']",3
18798,040010086,['Ranch 1 Story'],1
18799,040010090,['Church'],1
18800,040010091,['Ranch 1 Story'],1
18801,040010093,['2 Story'],1
18802,040010096,['Ranch 1 Story'],1
18803,040010097,['Ranch 1 Story'],1
18804,040010098,['Ranch 1 Story'],1
18805,040010101,['Ranch 1 Story'],1
18806,040010102,['Ranch 1 Story'],1
18807,040010104,['Ranch 1 Story'],1
18808,040010106,['Ranch 1 Story'],1
18809,040010107,['Ranch 1 Story'],1
18810,040010108,['Ranch 1 Story'],1
18811,040010109,['Bi Level'],1
18812,040010112,['Ranch 1 Story'],1
18813,040010113,['Ranch 1 Story'],1
18814,040010114,['Ranch 1 Story'],1
18815,040010115,['Ranch 1 Story'],1
18816,040010116,['Ranch 1 Story'],1
18817,040010118,['Ranch 1 Story'],1
18818,040010119,['Ranch 1 Story'],1
18819,040010122,[nan],1
18820,040010125,['Ranch 1 Story'],1
18821,040010126,['Ranch 1 Story'],1
18822,040010128,[nan],1
18823,040010137,['Ranch 1 Story'],1
18824,040010140,[nan],1
18825,040010146,[nan],1
18826,040010150,[nan],1
18827,040010151,['Ranch 1 Story'],1
18828,040010152,['Ranch 1 Story'],1
18829,040010156,['Ranch 1 Story'],1
18830,040010158,['Ranch 1 Story'],1
18831,040010159,['Ranch 1 Story'],1
18832,040010160,['Ranch 1 Story'],1
18833,040010161,['Ranch 1 Story'],1
18834,040010169,['Ranch 1 Story'],1
18835,040010172,[nan],1
18836,040010173,['Ranch 1 Story'],1
18837,040010174,['2 Story Split'],1
18838,040010175,['Ranch 1 Story'],1
18839,040010176,['Ranch 1 Story'],1
18840,040010177,['2 Story'],1
18841,040010179,['Ranch 1 Story'],1
18842,040010180,['Ranch 1 Story'],1
18843,040010184,['Ranch 1 Story'],1
18844,040010187,['Ranch 1 Story'],1
18845,040010190,['Ranch 1 Story'],1
18846,040010193,['Ranch 1 Story'],1
18847,040010194,[nan],1
18848,040010200,"['Pavilions', 'Church']",2
18849,040010204,['Ranch 1 Story'],1
18850,040010205,[nan],1
18851,040010206,['Ranch 1 Story'],1
18852,040010207,['Ranch 1 Story'],1
18853,040010208,['Ranch 1 Story'],1
18854,040010209,['Ranch 1 Story'],1
18855,040010210,['Ranch 1 Story'],1
18856,040010211,['2 Story'],1
18857,040010212,[nan],1
18858,040010213,['Ranch 1 Story'],1
18859,040010214,['Ranch 1 Story'],1
18860,040010215,['Ranch 1 Story'],1
18861,040020001,['Ranch 1 Story'],1
18862,040020002,['Ranch 1 Story'],1
18863,040020003,['Bi Level'],1
18864,040020004,['Ranch 1 Story'],1
18865,040020005,['Ranch 1 Story'],1
18866,040020006,['Ranch 1 Story'],1
18867,040020007,['Ranch 1 Story'],1
18868,040020008,['Ranch 1 Story'],1
18869,040020009,['Ranch 1 Story'],1
18870,040020010,[nan],1
18871,040020011,['Ranch 1 Story'],1
18872,040020016,['Ranch 1 Story'],1
18873,040020017,['Ranch 1 Story'],1
18874,040020018,['Bi Level'],1
18875,040020019,['2 Story'],1
18876,040020023,[nan],1
18877,040020025,['Ranch 1 Story'],1
18878,040020027,['2 Story'],1
18879,040020028,['2 Story'],1
18880,040020029,['Ranch 1 Story'],1
18881,040020030,['Ranch 1 Story'],1
18882,040020033,['Ranch 1 Story'],1
18883,040020034,['Ranch 1 Story'],1
18884,040020035,['Ranch 1 Story'],1
18885,040020036,['Ranch 1 Story'],1
18886,040020037,['Ranch 1 Story'],1
18887,040020038,['Ranch 1 Story'],1
18888,040020042,[nan],1
18889,040020045,[nan],1
18890,040020046,['Ranch 1 Story'],1
18891,040020049,[nan],1
18892,040020050,['Ranch 1 Story'],1
18893,040020052,['Ranch 1 Story'],1
18894,040020053,['Ranch 1 Story'],1
18895,040020055,['Ranch 1 Story'],1
18896,040020056,['Ranch 1 Story'],1
18897,040020057,['2 Story'],1
18898,040020058,['Ranch 1 Story'],1
18899,040020059,[nan],1
18900,040020060,[nan],1
18901,040020061,[nan],1
18902,040020062,[nan],1
18903,040020064,[nan],1
18904,040020067,[nan],1
18905,040020071,[nan],1
18906,040020074,"['Church', 'Pavilions']",2
18907,040020075,['Bi Level'],1
18908,040020077,['Ranch 1 Story'],1
18909,040020081,['Ranch 1 Story'],1
18910,040020082,['2 Story'],1
18911,040020084,['Ranch 1 Story'],1
18912,040020086,['Ranch 1 Story'],1
18913,040020087,['Ranch 1 Story'],1
18914,040020092,['Ranch 1 Story'],1
18915,040020109,['2 Story'],1
18916,040020110,[nan],1
18917,040020112,['2 Story'],1
18918,040020115,['Ranch 1 Story'],1
18919,040020116,['Ranch 1 Story'],1
18920,040020117,['Ranch 1 Story'],1
18921,040020119,['Ranch 1 Story'],1
18922,040020121,['Ranch 1 Story'],1
18923,040020123,[nan],1
18924,040020125,['Ranch 1 Story'],1
18925,040020129,['Bi Level'],1
18926,040020131,['Ranch 1 Story'],1
18927,040020132,[nan],1
18928,040020133,[nan],1
18929,040020134,['Ranch 1 Story'],1
18930,040020139,['Shed - Shelter'],1
18931,040020140,['Ranch 1 Story'],1
18932,040020141,['Ranch 1 Story'],1
18933,040020142,['Detached Garage'],1
18934,040020143,['Ranch 1 Story'],1
18935,040020144,['Ranch 1 Story'],1
18936,040020145,['Ranch 1 Story'],1
18937,040020146,['Ranch 1 Story'],1
18938,040020147,['Ranch 1 Story'],1
18939,040020148,['Ranch 1 Story'],1
18940,040020149,['Permit Value'],1
18941,040020152,[nan],1
18942,040030001,['Ranch 1 Story'],1
18943,040030002,['Ranch 1 Story'],1
18944,040030004,['Ranch 1 Story'],1
18945,040030005,['Ranch 1 Story'],1
18946,040030006,['Ranch 1 Story'],1
18947,040030007,['Split Level'],1
18948,040030008,['Ranch 1 Story'],1
18949,040030009,['Ranch 1 Story'],1
18950,040030010,['Ranch 1 Story'],1
18951,040030011,['2 Story'],1
18952,040030012,['Ranch 1 Story'],1
18953,040030013,['Ranch 1 Story'],1
18954,040030014,['Ranch 1 Story'],1
18955,040030015,['Ranch 1 Story'],1
18956,040030016,['Ranch 1 Story'],1
18957,040030017,['1.5 Story Fin'],1
18958,040030018,['Ranch 1 Story'],1
18959,040030019,['Ranch 1 Story'],1
18960,040030020,['Ranch 1 Story'],1
18961,040030021,['Ranch 1 Story'],1
18962,040030022,['Ranch 1 Story'],1
18963,040030023,['Ranch 1 Story'],1
18964,040030026,['Ranch 1 Story'],1
18965,040030027,[nan],1
18966,040030028,[nan],1
18967,040030029,[nan],1
18968,040030030,['Ranch 1 Story'],1
18969,040030031,['Ranch 1 Story'],1
18970,040030033,[nan],1
18971,040030034,[nan],1
18972,040030035,['Ranch 1 Story'],1
18973,040030036,['Ranch 1 Story'],1
18974,040030041,['Ranch 1 Story'],1
18975,040030042,['Ranch 1 Story'],1
18976,040030045,['Ranch 1 Story'],1
18977,040030046,['Ranch 1 Story'],1
18978,040030047,['Ranch 1 Story'],1
18979,040030049,['Church'],1
18980,040030050,['Storage Warehouse'],1
18981,040030053,['Ranch 1 Story'],1
18982,040030054,[nan],1
18983,040030055,[nan],1
18984,040030056,['Ranch 1 Story'],1
18985,040030057,['Duplex One Story'],1
18986,040030058,['Ranch 1 Story'],1
18987,040030059,['Church'],1
18988,040030060,[nan],1
18989,040030063,['Ranch 1 Story'],1
18990,040030064,['Triplex Two Story'],1
18991,040030066,['Ranch 1 Story'],1
18992,040030067,['Ranch 1 Story'],1
18993,040030069,['Medical Offices'],1
18994,040030073,['Ranch 1 Story'],1
18995,040030074,['Ranch 1 Story'],1
18996,040030075,['Ranch 1 Story'],1
18997,040030076,[nan],1
18998,040030077,['Ranch 1 Story'],1
18999,040030078,['Ranch 1 Story'],1
19000,040030079,['Ranch 1 Story'],1
19001,040030080,['Ranch 1 Story'],1
19002,040030081,['Ranch 1 Story'],1
19003,040030086,['Ranch 1 Story'],1
19004,040030087,['Ranch 1 Story'],1
19005,040030088,['Ranch 1 Story'],1
19006,040030089,['Ranch 1 Story'],1
19007,040030091,"['Ranch 1 Story', 'Permit Value', 'Ranch 1 Story']",3
19008,040030092,['Ranch 1 Story'],1
19009,040030093,['Ranch 1 Story'],1
19010,040030094,['Ranch 1 Story'],1
19011,040030095,['Ranch 1 Story'],1
19012,040030096,['Ranch 1 Story'],1
19013,040030097,['2 Story'],1
19014,040030098,['Ranch 1 Story'],1
19015,040030099,['Ranch 1 Story'],1
19016,040030100,['Ranch 1 Story'],1
19017,040030101,"['Ranch 1 Story', 'Ranch 1 Story']",2
19018,040030102,['Ranch 1 Story'],1
19019,040030103,['2 Story'],1
19020,040030104,['Ranch 1 Story'],1
19021,040030105,['Ranch 1 Story'],1
19022,040030114,['Office Building'],1
19023,040030115,['Ranch 1 Story'],1
19024,040030121,['Ranch 1 Story'],1
19025,040030122,[nan],1
19026,040030123,['Ranch 1 Story'],1
19027,040030127,['Ranch 1 Story'],1
19028,040030131,['Group Care Homes'],1
19029,040030132,"['Group Care Homes', 'Group Care Homes']",2
19030,040030134,[nan],1
19031,040030135,['Office Building'],1
19032,040030137,['Medical Offices'],1
19033,040030138,['Ranch 1 Story'],1
19034,040030139,['Ranch 1 Story'],1
19035,040030140,['2 Story'],1
19036,040030142,['Misc Add-On'],1
19037,040030143,[nan],1
19038,040030144,['Ranch 1 Story'],1
19039,040030147,['Medical Offices'],1
19040,040030149,['Medical Offices'],1
19041,040030150,['Medical Offices'],1
19042,040030151,['2 Story'],1
