ACCOUNTNO,des_all,count,class,notes
112500044,"['2 Story', 'Bath Houses']",2,,
112520005,"['2 Story', 'Barn']",2,,
112550712,"['Bath Houses', '2 Story']",2,,
112760002,"['2 Story', 'Recreational Pool Enclosure or Building']",2,,
112810003,"['2 Story', 'Barn']",2,,
112980004,"['Bath Houses', '2 Story']",2,,
113240003,"['Ranch 1 Story', 'Recreational Pool Enclosure or Building']",2,,
113240006,"['Bath Houses', 'Ranch 1 Story']",2,,
113260202,"['2 Story', 'Barn']",2,,
113450004,"['Barn', 'Ranch 1 Story']",2,,
113720017,"['2 Story', '2 Story']",2,,
113740028,"['Ranch 1 Story', 'Barn']",2,,
113810002,"['Barn', 'Ranch 1 Story']",2,,
113810004,"['Ranch 1 Story', 'Barn']",2,,
114020116,"['Ranch 1 Story', 'Bath Houses']",2,,
114460001,"['Car Wash - Drive thru', 'Mini-Mart Convenience Stores']",2,,
114520001,"['Shed - Equipment or Garage', 'Ranch 1 Story']",2,,
114630116,"['Barn', '2 Story']",2,,
114740003,"['Pavilions', 'Church']",2,,
114750404,"['Service Garage', 'Office Building']",2,,
114750405,"['Mini Warehouse', 'Mini Warehouse']",2,,
114860002,"['Pavilions', 'Church']",2,,
115000104,"['2 Story', 'Barn']",2,,
115880001,"['Pavilions', 'Church']",2,,
116110001,"['Barn', 'Split Level']",2,,
116260502,"['Ranch 1 Story', 'Barn']",2,,
116480002,"['Barn', 'Ranch 1 Story']",2,,
116490135,"['Industrial Flex Mall Building', 'Industrial Flex Mall Building']",2,,
116620012,"['Ranch 1 Story', 'Ranch 1 Story']",2,,
116850101,"['Ranch 1 Story', 'Bath Houses']",2,,
117520001,"['Clubhouse', 'Multiple - Residential']",2,,
117700002,"['Office Building', 'Permit Value']",2,,
117900002,"['2 Story', 'Barn']",2,,
117970240,"['2 Story', 'Ranch 1 Story']",2,,
118320001,"['1.5 Story Fin', 'Ranch 1 Story']",2,,
120010031,"['Ranch 1 Story', 'Ranch 1 Story']",2,,
120010036,"['Ranch 1 Story', 'Ranch 1 Story']",2,,
120020015,"['Mini Warehouse', 'Mini Warehouse']",2,,
120030004,"['Multiple - Residential', 'Multiple - Residential']",2,,
120030009,"['Ranch 1 Story', 'Service Garage']",2,,
120030021,"['Office Building', 'Storage Warehouse']",2,,
120030035,"['Neighborhood Shopping Center', 'Neighborhood Shopping Center']",2,,
120030042,"['Ranch 1 Story COMM', 'Restaurant']",2,,
120030089,"['Neighborhood Shopping Center', 'Retail Store']",2,,
120030090,"['Ranch 1 Story COMM', 'Light Commercial Utility']",2,,
120030099,"['Ranch 1 Story', 'Duplex One Story']",2,,
120030124,"['Group Care Homes', 'Group Care Homes']",2,,
120030125,"['Group Care Homes', 'Group Care Homes']",2,,
120030148,"['Retail Store', 'Mini Warehouse']",2,,
120030221,"['Mini Warehouse', 'Mini Warehouse']",2,,
120040021,"['Ranch 1 Story', 'Ranch 1 Story']",2,,
120040182,"['Retail Store', 'Retail Store']",2,,
120050003,"['Retail Store', 'Ranch 1 Story COMM']",2,,
120050005,"['Ranch 1 Story', 'Ranch 1 Story']",2,,
120070120,"['Ranch 1 Story', 'Ranch 1 Story']",2,,
120100015,"['Ranch 1 Story', 'Duplex One Story']",2,,
120190120,"['Barn', 'Barn']",2,,
120220069,"['Service Garage', 'Ranch 1 Story COMM']",2,,
120240017,"['2 Story', 'Multipurpose Buildings']",2,,
120320007,"['Split Level', 'Barn']",2,,
120320030,"['Ranch 1 Story', 'Barn']",2,,
120320033,"['Storage Garage', 'Ranch 1 Story']",2,,
120320102,"['Misc Add-On', 'Ranch 1 Story']",2,,
120340058,"['Ranch 1 Story', 'Barn']",2,,
120350112,"['Ranch 1 Story', 'Shed - Shelter']",2,,
120350114,"['Ranch 1 Story', 'Barns (Two-Story)']",2,,
120350122,"['Shed - Equipment or Garage', 'Ranch 1 Story']",2,,
120360007,"['Ranch 1 Story', 'Bi Level']",2,,
120370073,"['Storage Warehouse', 'Light Commercial Utility']",2,,
120370074,"['Ranch 1 Story', 'Barn']",2,,
120370101,"['Ranch 1 Story', 'Barn']",2,,
120380063,"['Clubhouse', 'Service Garage']",2,,
120400027,"['Barn', 'Ranch 1 Story']",2,,
120400028,"['Barn', 'Bi Level']",2,,
120400029,"['Ranch 1 Story', 'Barn']",2,,
120400030,"['Ranch 1 Story', 'Barn']",2,,
120400053,"['Barn', 'Bi Level']",2,,
120400073,"['Shed - Equipment or Garage', 'Bi Level']",2,,
120400075,"['Ranch 1 Story', 'Ranch 1 Story']",2,,
120410005,"['Barn', 'Split Level']",2,,
120410006,"['Ranch 1 Story', 'Shed - Equipment or Garage']",2,,
120410008,"['Ranch 1 Story', 'Barn']",2,,
120410009,"['Ranch 1 Story', 'Shed - Equipment or Garage']",2,,
120420111,"['Barn', 'Bi Level']",2,,
120430008,"['Barns (Two-Story)', 'Bi Level']",2,,
120430047,"['Bi Level', 'Barn']",2,,
120430049,"['Barn', 'Bi Level']",2,,
120430060,"['Bi Level', 'Barn']",2,,
120440017,"['Ranch 1 Story', 'Barn']",2,,
120440046,"['Ranch 1 Story', 'Barn']",2,,
120460054,"['Shed - Equipment or Garage', 'Barn']",2,,
120460056,"['Barn', 'Ranch 1 Story']",2,,
120460074,"['Ranch 1 Story', 'Barn']",2,,
120460083,"['Barn', 'Barn']",2,,
120460088,"['Barn', 'Shed - Hay']",2,,
120460140,"['Split Level', 'Barn']",2,,
120470035,"['Ranch 1 Story', 'Barn']",2,,
120470049,"['Barn', 'Ranch 1 Story']",2,,
120470050,"['Ranch 1 Story', 'Barn']",2,,
120470097,"['Ranch 1 Story', 'Ranch 1 Story']",2,,
120470246,"['Clubhouse', 'Storage Warehouse']",2,,
120470254,"['Ranch 1 Story', 'Ranch 1 Story']",2,,
120480073,"['Pavilions', 'Restroom Building/Concessions']",2,,
120480144,"['Ranch 1 Story', 'Barn']",2,,
120480145,"['Barn', 'Barn']",2,,
120480183,"['Detached Garage', 'Ranch 1 Story']",2,,
120480184,"['Office Building', 'Light Commercial Utility']",2,,
120490033,"['Ranch 1 Story', 'Barn']",2,,
120490036,"['Barn', '1.5 Story Fin']",2,,
120490052,"['2 Story', 'Ranch 1 Story']",2,,
120490055,"['Ranch 1 Story', 'Barn']",2,,
120490066,"['Ranch 1 Story', 'Barn']",2,,
120510058,"['Ranch 1 Story', 'Barn']",2,,
120520053,"['Restroom Building/Concessions', 'Pavilions']",2,,
120520139,"['Ranch 1 Story', 'Ranch 1 Story']",2,,
120530034,"['Pavilions', 'Light Commercial Utility']",2,,
120530081,"['Restroom Building/Concessions', 'Pavilions']",2,,
120530104,"['Veterinary Hospital', 'Ranch 1 Story COMM']",2,,
120650029,"['Barn', '2 Story']",2,,
120650034,"['Service Garage', 'Storage Garage']",2,,
120650127,"['Indust Lght Manufacturing', 'Service Garage']",2,,
120650156,"['Mini Warehouse', 'Multiple - Residential']",2,,
120660074,"['Industrial Flex Mall Building', 'Indust Lght Manufacturing']",2,,
120660096,"['Detached Garage', 'Ranch 1 Story']",2,,
120670024,"['Ranch 1 Story', 'Ranch 1 Story']",2,,
120670067,"['Multiple - Residential', 'Mobile Home Parks  *CODE']",2,,
120670078,"['Ranch 1 Story', 'Ranch 1 Story']",2,,
120670134,"['Recreational Pool Enclosure or Building', 'Storage Warehouse']",2,,
120670147,"['Pavilions', 'School - Public (exempt)']",2,,
120670154,"['Barn', 'Ranch 1 Story']",2,,
120730081,"['Retail Store', 'Ranch 1 Story COMM']",2,,
120740033,"['Storage Warehouse', 'Ranch 1 Story COMM']",2,,
120760028,"['Ranch 1 Story', 'Bath Houses']",2,,
120770032,"['Multiple - Residential', 'Clubhouse']",2,,
120770034,"['Restroom Building/Concessions', 'Pavilions']",2,,
120790020,"['Ranch 1 Story', 'Barn']",2,,
120790066,"['Light Commercial Utility', 'Distribution Warehouse']",2,,
120800074,"['Neighborhood Shopping Center', 'Storage Warehouse']",2,,
120800086,"['Restroom Building/Concessions', 'Pavilions']",2,,
120810042,"['2 Story', 'Barn']",2,,
120810093,"['Split Level', 'Barn']",2,,
120810119,"['2 Story', 'Barn']",2,,
120840162,"['Ranch 1 Story', 'Barn']",2,,
120850016,"['Community Recreation Center', 'Library']",2,,
120850092,"['Museum', 'Museum']",2,,
120850106,"['Office Building', 'Service Garage']",2,,
120870018,"['Mini Warehouse', 'Multiple - Residential']",2,,
120870020,"['Storage Warehouse', 'Office Building']",2,,
120870121,"['Storage Warehouse', 'Office Building']",2,,
120870154,"['Ranch 1 Story', 'Barn']",2,,
120870179,"['Multipurpose Buildings', 'Split Level']",2,,
120880174,"['Barn', '2 Story']",2,,
120880177,"['Ranch 1 Story', '1.5 Story Fin']",2,,
120910014,"['Barn', 'Ranch 1 Story']",2,,
120910055,"['Barn', 'Ranch 1 Story']",2,,
120910069,"['Split Level', 'Barn']",2,,
120910105,"['School - Public (exempt)', 'School - Public (exempt)']",2,,
120920149,"['Ranch 1 Story', 'Bi Level']",2,,
120930007,"['Group Care Homes', 'Light Commercial Utility']",2,,
120940038,"['Barn', 'Ranch 1 Story']",2,,
120940049,"['Ranch 1 Story', 'Barn']",2,,
120940113,"['Barn', '2 Story']",2,,
120960003,"['Ranch 1 Story', 'Barn']",2,,
120960061,"['2 Story', 'Barn']",2,,
121000016,"['Office Building', 'Office Building']",2,,
121020003,"['Barn', 'Bi Level']",2,,
121020015,"['Shed - Shelter', 'Barn']",2,,
121020024,"['Barns (Two-Story)', 'Bi Level']",2,,
121020050,"['2 Story', 'Barn']",2,,
121020109,"['Shed - Hay', 'Shed - Shelter']",2,,
121020110,"['Shed - Hay', 'Shed - Shelter']",2,,
121030006,"['Barn', 'Ranch 1 Story']",2,,
121030063,"['Barn', 'Shed - Equipment or Garage']",2,,
121030078,"['Ranch 1 Story', 'Barn']",2,,
121040016,"['Ranch 1 Story', 'Barn']",2,,
121040091,"['Church', 'Pavilions']",2,,
121040158,"['Pavilions', 'Pavilions']",2,,
121040181,"['Barn', '2 Story Split']",2,,
121040185,"['Ranch 1 Story', 'Barn']",2,,
121040186,"['Ranch 1 Story', 'Barn']",2,,
121040197,"['Ranch 1 Story', 'Barn']",2,,
121040205,"['Barn', 'Ranch 1 Story']",2,,
121050050,"['Stable', 'Bi Level']",2,,
121050120,"['2 Story', 'Recreational Pool Enclosure or Building']",2,,
121060022,"['Shed - Equipment or Garage', 'Bi Level']",2,,
121080016,"['Shed - Equipment or Garage', 'Ranch 1 Story']",2,,
121080076,"['Ranch 1 Story', 'Barn']",2,,
121080251,"['Ranch 1 Story', 'Barn']",2,,
121080308,"['Restroom Building/Concessions', 'Pavilions']",2,,
121090090,"['Detached Garage', '2 Story']",2,,
121090176,"['Ranch 1 Story', 'Shed - Shelter']",2,,
121090227,"['Ranch 1 Story', 'Barn']",2,,
121090229,"['Barn', 'Ranch 1 Story']",2,,
121090237,"['2 Story Split', 'Barn']",2,,
121090242,"['2 Story Split', 'Barn']",2,,
121090262,"['Barn', 'Quonset']",2,,
121090348,"['2 Story', 'Ranch 1 Story']",2,,
121100008,"['Ranch 1 Story', 'Barn']",2,,
121100146,"['Shed - Equipment or Garage', 'Barn']",2,,
121100165,"['2 Story Split', 'Quonset']",2,,
121100194,"['Light Commercial Utility', 'Light Commercial Utility']",2,,
121100200,"['Shed - Equipment or Garage', 'Storage Warehouse']",2,,
121100219,"['Barn', 'Shed - Equipment or Garage']",2,,
121100223,"['Ranch 1 Story', 'Barn']",2,,
121100316,"['Ranch 1 Story', 'Shed - Equipment or Garage']",2,,
121110057,"['Ranch 1 Story', 'Ranch 1 Story']",2,,
121110068,"['Ranch 1 Story', 'Barn']",2,,
121110100,"['Ranch 1 Story', 'Shed - Equipment or Garage']",2,,
121110148,"['2 Story', 'Barn']",2,,
121110156,"['Barn', '2 Story']",2,,
121580001,"['Barn', 'Ranch 1 Story']",2,,
121600006,"['Ranch 1 Story', '2 Story']",2,,
121680004,"['Barn', 'Ranch 1 Story']",2,,
121770008,"['2 Story', 'Barn']",2,,
121770009,"['Barn', '2 Story']",2,,
121870005,"['Ranch 1 Story', 'Barn']",2,,
122260001,"['Barn', 'Bi Level']",2,,
122260002,"['Barn', '2 Story Split']",2,,
122360017,"['2 Story Split', 'Barn']",2,,
122430005,"['Industrial Flex Mall Building', 'Industrial Flex Mall Building']",2,,
122550001,"['2 Story', '2 Story']",2,,
122640001,"['2 Story', 'Recreational Pool Enclosure or Building']",2,,
122750007,"['Detached Garage', 'Detached Garage']",2,,
123090004,"['Multiple - Residential', 'Multiple - Residential']",2,,
123240624,"['Pavilions', 'Restroom Building/Concessions']",2,,
123340001,"['Barn', 'Ranch 1 Story']",2,,
123380003,"['Recreational Pool Enclosure or Building', 'Ranch 1 Story']",2,,
123390008,"['2 Story', 'Barn']",2,,
124060005,"['Barn', 'Ranch 1 Story']",2,,
124370013,"['Ranch 1 Story', '2 Story']",2,,
124610001,"['Church', 'Pavilions']",2,,
125860301,"['Pavilions', 'Church']",2,,
126130008,"['Ranch 1 Story', 'Barns (Two-Story)']",2,,
126280201,"['2 Story', '2 Story']",2,,
126580218,"['Pavilions', 'Restroom Building/Concessions']",2,,
126680005,"['Distribution Warehouse', 'Industrial Flex Mall Building']",2,,
126940001,"['Indust Heavy Manufacturing', 'Storage Warehouse']",2,,
127100004,"['Neighborhood Shopping Center', 'Neighborhood Shopping Center']",2,,
127170002,"['Restroom Building/Concessions', 'Pavilions']",2,,
127240903,"['2 Story', '1.5 Story Fin']",2,,
127260006,"['Car Wash - Full Service', 'Light Commercial Utility']",2,,
127330001,"['Church', 'Pavilions']",2,,
127380003,"['Mini Warehouse', 'Mini Warehouse']",2,,
127560001,"['Office Building', 'Office Building']",2,,
127780104,"['Shed - Shelter', '2 Story']",2,,
128000008,"['Indust Lght Manufacturing', 'Indust Lght Manufacturing']",2,,
128000009,"['Storage Warehouse', 'Office Building']",2,,
128920001,"['Lumber Storage - Horizontal', 'Storage Warehouse']",2,,
130040031,"['Barn', '2 Story']",2,,
130040043,"['Barn', 'Shed - Equipment or Garage']",2,,
130070010,"['2 Story', 'Barn']",2,,
130070021,"['Barn', '2 Story']",2,,
130090021,"['Mini Warehouse', 'Mini Warehouse']",2,,
130090040,"['Barn', 'Barn']",2,,
130110069,"['Ranch 1 Story', 'Ranch 1 Story']",2,,
130110076,"['Ranch 1 Story', 'Barn']",2,,
130110135,"['Barn', 'Ranch 1 Story']",2,,
130110151,"['Storage Warehouse', 'Ranch 1 Story']",2,,
130120055,"['Shed - Equipment or Garage', 'Shed - Equipment or Garage']",2,,
130180089,"['Bi Level', 'Barn']",2,,
130200027,"['Ranch 1 Story', 'Barn']",2,,
130200049,"['Barn', 'Ranch 1 Story']",2,,
130210013,"['Ranch 1 Story', 'Barn']",2,,
130210059,"['Ranch 1 Story', 'Barn']",2,,
130210076,"['Ranch 1 Story', 'Barn']",2,,
130220022,"['Ranch 1 Story', 'Shed - Hay']",2,,
130230007,"['Ranch 1 Story', 'Double Wide']",2,,
130230021,"['Barn', 'Ranch 1 Story']",2,,
130230125,"['Barn', 'Ranch 1 Story']",2,,
130230203,"['2 Story', 'Barn']",2,,
130270008,"['Shed - Equipment or Garage', 'Shed - Equipment or Garage']",2,,
130290054,"['Shed - Equipment or Garage', 'Barn']",2,,
130300008,"['Ranch 1 Story', 'Barn']",2,,
130300009,"['Storage Warehouse', 'Service Garage']",2,,
130300070,"['2 Story', 'Barn']",2,,
130300107,"['Ranch 1 Story', 'Ranch 1 Story']",2,,
130330003,"['Ranch 1 Story', 'Ranch 1 Story']",2,,
130330015,"['Ranch 1 Story', 'Detached Garage']",2,,
130330039,"['Barn', 'Split Level']",2,,
130330050,"['Ranch 1 Story', 'Ranch 1 Story']",2,,
130330104,"['Ranch 1 Story', 'Stable']",2,,
130340035,"['Indust Lght Manufacturing', 'Storage Warehouse']",2,,
130350029,"['Office Building', 'Light Commercial Utility']",2,,
130410086,"['Ranch 1 Story', 'Ranch 1 Story']",2,,
130410101,"['1.5 Story Fin', 'Ranch 1 Story']",2,,
130410125,"['Shed - Equipment or Garage', 'Shed - Equipment or Garage']",2,,
130460009,"['Single Wide', 'Double Wide']",2,,
130470053,"['Light Commercial Utility', 'Clubhouse']",2,,
130520003,"['Barn', 'Split Level']",2,,
130520019,"['Ranch 1 Story', 'Barn']",2,,
130530003,"['2 Story', 'Barn']",2,,
130560020,"['Pavilions', 'Restroom Building/Concessions']",2,,
130570027,"['Ranch 1 Story COMM', 'Light Commercial Utility']",2,,
130690017,"['Multiple - Residential', 'Multiple - Residential']",2,,
130690063,"['Service Garage', 'Storage Warehouse']",2,,
130760077,"['Barn', 'Ranch 1 Story']",2,,
130770106,"['Service Garage', 'Service Garage']",2,,
130770121,"['Ranch 1 Story COMM', 'Ranch 1 Story COMM']",2,,
130780010,"['Mini Warehouse', 'Mini Warehouse']",2,,
130790031,"['Office Building', 'Service Garage']",2,,
130800009,"['Light Commercial Utility', 'Light Commercial Utility']",2,,
130800012,"['Ranch 1 Story COMM', 'Service Garage']",2,,
130800016,"['3-4 plex LTEQ 3 Stories', 'Duplex One Story']",2,,
130800021,"['2 Story', 'Barn']",2,,
130800056,"['Duplex One Story', 'Duplex One Story']",2,,
130800066,"['Duplex Two Story', 'Duplex One Story']",2,,
130800069,"['School - Public (exempt)', 'Light Commercial Utility']",2,,
130970047,"['Recreational Pool Enclosure or Building', 'Ranch 1 Story']",2,,
131460012,"['Barn', 'Split Level']",2,,
131460015,"['Split Level', 'Barn']",2,,
131460016,"['Split Level', 'Barn']",2,,
131460017,"['Barn', 'Split Level']",2,,
131460019,"['Split Level', 'Shed - Equipment or Garage']",2,,
131460021,"['Barn', 'Split Level']",2,,
131460022,"['2 Story Split', 'Barn']",2,,
131460023,"['Barn', 'Split Level']",2,,
131600025,"['2 Story Split', 'Barn']",2,,
131600028,"['2 Story', 'Quonset']",2,,
131600031,"['2 Story Split', 'Shed - Equipment or Garage']",2,,
131600032,"['Barn', '2 Story']",2,,
131790001,"['Ranch 1 Story', 'Shed - Equipment or Garage']",2,,
132790069,"['Pavilions', 'Comm Bath House']",2,,
132800001,"['Barn', '2 Story']",2,,
132930001,"['Ranch 1 Story', 'Barn']",2,,
133140003,"['Ranch 1 Story', 'Barn']",2,,
133200001,"['2 Story', 'Detached Garage']",2,,
140010083,"['Ranch 1 Story', 'Barn']",2,,
140020038,"['Ranch 1 Story', 'Shed - Equipment or Garage']",2,,
140030039,"['2 Story', 'Shed - Equipment or Garage']",2,,
140030040,"['2 Story', 'Shed - Equipment or Garage']",2,,
140030052,"['Split Level', 'Barn']",2,,
140030053,"['Barn', '2 Story Split']",2,,
140030063,"['Barn', 'Ranch 1 Story']",2,,
140040106,"['Light Commercial Utility', 'School - Public (exempt)']",2,,
140050003,"['Ranch 1 Story', 'Barn']",2,,
140200022,"['Barn', 'Bi Level']",2,,
140200026,"['2 Story', 'Barn']",2,,
140300012,"['Ranch 1 Story', 'Barn']",2,,
140310081,"['Ranch 1 Story', 'Barn']",2,,
140310090,"['Shed - Equipment or Garage', 'Ranch 1 Story']",2,,
140320058,"['Barn', 'Bi Level']",2,,
140330050,"['Barn', 'Bi Level']",2,,
140330066,"['Ranch 1 Story', 'Barn']",2,,
140330067,"['Bi Level', 'Barn']",2,,
140350006,"['Barn', 'Bi Level']",2,,
140350007,"['Bi Level', 'Barn']",2,,
140370015,"['Barn', 'Ranch 1 Story']",2,,
140370051,"['Barn', 'Bi Level']",2,,
140390016,"['2 Story', 'Barn']",2,,
140390027,"['2 Story', 'Barns (Two-Story)']",2,,
140390035,"['Barn', 'Shed - Hay']",2,,
140400014,"['Bi Level', 'Barn']",2,,
140400072,"['Ranch 1 Story', 'Barn']",2,,
140400085,"['Barn', 'Ranch 1 Story']",2,,
140400102,"['Bi Level', 'Barn']",2,,
140410075,"['Barn', 'Barn']",2,,
140420026,"['Barn', 'Ranch 1 Story']",2,,
140420054,"['Ranch 1 Story', 'Barn']",2,,
140420080,"['Shed - Hay', 'Ranch 1 Story']",2,,
140420119,"['Barn', 'Barn']",2,,
140430019,"['Barn', 'Ranch 1 Story']",2,,
140430047,"['Restroom Building/Concessions', 'Pavilions']",2,,
140430051,"['Barn', 'Barn']",2,,
140430088,"['2 Story', 'Barn']",2,,
140430089,"['Barn', 'Ranch 1 Story']",2,,
140440016,"['Duplex One Story', 'Ranch 1 Story']",2,,
140440056,"['Barn', 'Bi Level']",2,,
140440108,"['Horse Arena', 'Ranch 1 Story']",2,,
140460011,"['Split Level', 'Barn']",2,,
140470050,"['Ranch 1 Story', 'Ranch 1 Story']",2,,
140470067,"['Barn', 'Barn']",2,,
140470097,"['Ranch 1 Story', 'Barns (Two-Story)']",2,,
140480007,"['Ranch 1 Story', 'Barn']",2,,
140520016,"['Ranch 1 Story', 'Barn']",2,,
140520044,"['2 Story', 'Barn']",2,,
140520059,"['Ranch 1 Story', 'Barn']",2,,
140520070,"['Ranch 1 Story', 'Barn']",2,,
140520075,"['Ranch 1 Story', 'Barn']",2,,
140530016,"['Storage Warehouse', 'Storage Warehouse']",2,,
140530022,"['Barn', 'Bi Level']",2,,
140530035,"['Barn', 'Ranch 1 Story']",2,,
140530036,"['Barn', 'Bi Level']",2,,
140530037,"['Barn', 'Ranch 1 Story']",2,,
140530082,"['Ranch 1 Story', 'Barn']",2,,
140540160,"['Barn', 'Bi Level']",2,,
140550196,"['Storage Warehouse', 'Storage Warehouse']",2,,
140550236,"['Day Care Center', 'Ranch 1 Story']",2,,
140620035,"['Shed - Equipment or Garage', 'Veterinary Hospital']",2,,
140630013,"['2 Story', '1.5 Story Fin']",2,,
140640018,"['Bi Level', 'Barn']",2,,
140640049,"['Barn', '2 Story']",2,,
140640107,"['Ranch 1 Story', 'Duplex One Story']",2,,
140640130,"['Barn', 'Bi Level']",2,,
140650030,"['Multiple - Residential', 'Multiple - Residential']",2,,
140650068,"['Mini Warehouse', 'Mini Warehouse']",2,,
140690005,"['Ranch 1 Story COMM', 'Multiple - Residential']",2,,
140690009,"['Duplex Two Story', 'Ranch 1 Story']",2,,
140690055,"['Restroom Building/Concessions', 'Pavilions']",2,,
140690058,"['Distribution Warehouse', 'Storage Garage']",2,,
140700021,"['Pavilions', 'Restroom Building/Concessions']",2,,
140700048,"['Ranch 1 Story', 'Ranch 1 Story']",2,,
140710046,"['Office Building', 'Service Garage']",2,,
140710060,"['Multiple - Residential', 'Multiple - Residential']",2,,
140710085,"['Mini-Mart Convenience Stores', 'Car Wash - Full Service']",2,,
140940034,"['Neighborhood Shopping Center', 'Ranch 1 Story COMM']",2,,
140940068,"['Restroom Building/Concessions', 'Pavilions']",2,,
141000012,"['Shed - Equipment or Garage', 'Ranch 1 Story']",2,,
141020022,"['Ranch 1 Story', 'Barn']",2,,
141050005,"['Ranch 1 Story', 'Barn']",2,,
141180041,"['Barn', 'Bi Level']",2,,
141300015,"['Bi Level', 'Barn']",2,,
141300025,"['Ranch 1 Story', 'Shed - Equipment or Garage']",2,,
141310031,"['Barn', '2 Story Split']",2,,
141490017,"['Barn', 'Split Level']",2,,
141500005,"['Split Level', 'Barn']",2,,
141560002,"['Barn', '2 Story Split']",2,,
141650001,"['Barn', '2 Story Split']",2,,
141660018,"['2 Story Split', 'Barn']",2,,
141660028,"['2 Story', 'Barn']",2,,
141670003,"['Barn', 'Ranch 1 Story']",2,,
142120008,"['Barn', '2 Story Split']",2,,
142120010,"['Barn', 'Ranch 1 Story']",2,,
142120011,"['Barn', 'Ranch 1 Story']",2,,
142300022,"['Barn', '2 Story']",2,,
142300032,"['2 Story Split', 'Quonset']",2,,
142660007,"['Mini-Mart Convenience Stores', 'Car Wash - Full Service']",2,,
142660011,"['Mini Lube Garage', 'Car Wash - Full Service']",2,,
142810001,"['Church', 'Light Commercial Utility']",2,,
143520006,"['Warehouse Discount Store', 'Service Garage']",2,,
143740002,"['Barn', 'Bi Level']",2,,
144090010,"['Community Shopping Center', 'Community Shopping Center']",2,,
144170001,"['Ranch 1 Story', 'Barn']",2,,
144200007,"['Detached Garage', 'Detached Garage']",2,,
144510002,"['Split Level', 'Barn']",2,,
144560001,"['Barn', 'Ranch 1 Story']",2,,
144650001,"['Church', 'Pavilions']",2,,
144890005,"['Fast Food Restaurant', 'Neighborhood Shopping Center']",2,,
145000002,"['Barn', 'Ranch 1 Story']",2,,
145110001,"['2 Story', 'Bath Houses']",2,,
145190001,"['Service Garage', 'Single Wide']",2,,
145390102,"['Ranch 1 Story', 'Ranch 1 Story']",2,,
150110001,"['Light Commercial Utility', 'Church']",2,,
10010001,[nan],1,,
10020001,[nan],1,,
10030001,[nan],1,,
10040001,[nan],1,,
10040002,[nan],1,,
10040003,[nan],1,,
10040004,[nan],1,,
10040005,[nan],1,,
10040006,[nan],1,,
10040007,[nan],1,,
10040008,[nan],1,,
10040009,[nan],1,,
10040010,[nan],1,,
10040011,[nan],1,,
10040012,[nan],1,,
10040013,[nan],1,,
10040014,[nan],1,,
10040015,[nan],1,,
10040016,[nan],1,,
10040017,[nan],1,,
10040018,[nan],1,,
10040019,[nan],1,,
10040020,[nan],1,,
10040021,[nan],1,,
10040022,[nan],1,,
10040023,[nan],1,,
10040024,[nan],1,,
10040025,[nan],1,,
10040026,[nan],1,,
10040027,[nan],1,,
10040028,[nan],1,,
10040029,[nan],1,,
10040030,[nan],1,,
10040031,[nan],1,,
10040032,[nan],1,,
10040033,[nan],1,,
10040034,[nan],1,,
10040035,[nan],1,,
10040036,[nan],1,,
10040037,[nan],1,,
10040038,[nan],1,,
10040039,[nan],1,,
10050001,[nan],1,,
10050003,[nan],1,,
10050004,[nan],1,,
10050006,[nan],1,,
10050008,[nan],1,,
10050016,[nan],1,,
10050017,[nan],1,,
10050018,['Ranch 1 Story'],1,,
10050021,['Ranch 1 Story'],1,,
10050024,['Ranch 1 Story'],1,,
10050025,['2 Story'],1,,
10050026,['Church'],1,,
10050029,[nan],1,,
10050030,[nan],1,,
10050033,['Ranch 1 Story'],1,,
10050041,['1.5 Story Fin'],1,,
10050043,['Ranch 1 Story'],1,,
10050045,[nan],1,,
10050046,['2 Story'],1,,
10060801,['Ranch 1 Story'],1,,
10060802,['Ranch 1 Story'],1,,
10060803,['Ranch 1 Story'],1,,
10060804,['2 Story'],1,,
10060805,['Ranch 1 Story'],1,,
10060806,['Ranch 1 Story'],1,,
10060808,['2 Story'],1,,
10060809,['2 Story'],1,,
10060810,['Ranch 1 Story'],1,,
10060811,['Ranch 1 Story'],1,,
10060813,['Split Level'],1,,
10060814,['2 Story'],1,,
10060815,['Ranch 1 Story'],1,,
10060816,['2 Story'],1,,
10060817,['2 Story Split'],1,,
10060818,['Split Level'],1,,
10060901,['2 Story'],1,,
10060902,['Ranch 1 Story'],1,,
10060903,['2 Story'],1,,
10060904,['Ranch 1 Story'],1,,
10060905,['2 Story Split'],1,,
10060906,['Ranch 1 Story'],1,,
10060907,['2 Story'],1,,
10060908,['2 Story'],1,,
10060909,['2 Story'],1,,
10060910,['Ranch 1 Story'],1,,
10060911,['2 Story Split'],1,,
10060912,['2 Story Split'],1,,
10060913,['2 Story'],1,,
10060914,['Ranch 1 Story'],1,,
10060915,['Ranch 1 Story'],1,,
10060916,['Ranch 1 Story'],1,,
10060917,['2 Story'],1,,
10060918,['2 Story'],1,,
10060919,['Ranch 1 Story'],1,,
10060920,['Ranch 1 Story'],1,,
10060921,['Bi Level'],1,,
10060922,['2 Story Split'],1,,
10060923,['Ranch 1 Story'],1,,
10060924,['Ranch 1 Story'],1,,
10060926,['Ranch 1 Story'],1,,
10060928,['2 Story'],1,,
10060929,['Ranch 1 Story'],1,,
10060930,['Ranch 1 Story'],1,,
10060931,['Ranch 1 Story'],1,,
10060932,['2 Story'],1,,
